,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
719,No_author_found,From LOW-COST Spectrum Monitoring to 5G Networks: algorithms and systems for localizing and identifying wireless transmissions,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
720,No_author_found,From LOW-COST Spectrum Monitoring to 5G Networks: algorithms and systems for localizing and identifying wireless transmissions,Selection of Sensors for Efficient Transmitter Localization,No_author_found,,,,,,
721,No_author_found,Hybrid Machine Learning Framework for Spectrum Prediction and User Clustering in mmWave Massive MIMO-NOMA Systems,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,No_author_found,,,,,,
722,No_author_found,INFORMATION ACCESS FOR INFRASTRUCTURALLY-CHALLENGED ENVIRONMENTS AND BEYOND THROUGH MUTUALLY AWARE SPECTRUM SHARING …,Selection of Sensors for Efficient Transmitter Localization,No_author_found,,,,,,
723,No_author_found,Increasing Throughput of Remote Entanglement for Quantum Internet Technologies,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,No_author_found,,,,,,
724,No_author_found,Multiple Radiation Source Localization in IoT: A Radio Map Assisted Scheme,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
725,No_author_found,Optimization and Learning Algorithms for Classical and Quantum Signal Processing,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,No_author_found,,,,,,
726,No_author_found,Quantum Detection Over Quantum Channels With Uncertainty,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,No_author_found,,,,,,
727,No_author_found,Radiance-Field Reinforced Pretraining: Scaling Localization Models with Unlabeled Wireless Signals,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
728,No_author_found,Radiation Source Localization Using Radio Maps: A Computer Vision Approach,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
729,No_author_found,Reinforcement Learning Based Non-Cooperative Radio Localization Assisted by UAV Swarm,Selection of Sensors for Efficient Transmitter Localization,No_author_found,,,,,,
730,No_author_found,Research on the Application of Computer Vision Based on Deep Learning in Autonomous Driving Technology,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
731,No_author_found,State and Measurement Design for Quantum Detection Over Quantum Channels,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,No_author_found,,,,,,
732,No_author_found,Student review of innovations in quantum biophotonics,Discrete Outcome Quantum Sensor Networks,No_author_found,,,,,,
733,No_author_found,Student review of innovations in quantum biophotonics,Quantum Sensor Network Algorithms for Transmitter Localization,No_author_found,,,,,,
734,No_author_found,Topology-Driven Learning for Images: Applications and Acceleration,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,No_author_found,,,,,,
735,No_author_found,Topology-Driven Learning for Images: Applications and Acceleration,DeepMTL: Deep Learning Based Multiple Transmitter Localization,No_author_found,,,,,,
736,No_author_found,Towards High-Performance and Secure Machine Learning on Advanced Computing Platforms,Quantum Sensor Network Algorithms for Transmitter Localization,No_author_found,,,,,,
737,No_author_found,mQUIET: Maximum Quantum Communication Network Transmission Under Reliability Constraint,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,No_author_found,,,,,,
738,Obadah Habash, AI-Driven Target Localization Enabled by UAVs and IoT,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Khalifa University,24.4479513,54.3955267,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,United Arab Emirates
739,Obadah Habash,Multiple source localization in IoT: A conditional GAN and image-processing-based framework,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Khalifa University,24.4479513,54.3955267,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,United Arab Emirates
740,Pablo V. Parellada, No-go theorems for photon state transformations in quantum linear optics,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Universidad de Valladolid,41.6516894,-4.7209841,,Valladolid,Castile and León,Spain
741,Panawit Hanpinitsak,"Maximum-likelihood-based location, orientation, transmitted power, and antenna beamwidth estimator utilizing the angle-of-arrival and received power for spectrum …",DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Department of Computer Engineering, Khon Kaen University",,,,,,
742,Panawit Hanpinitsak,"Maximum-likelihood-based location, orientation, transmitted power, and antenna beamwidth estimator utilizing the angle-of-arrival and received power for spectrum …",DeepMTL: Deep Learning Based Multiple Transmitter Localization,Khon Kaen University,17.8036539,102.7480313,Mueang Nong Khai District,,,Thailand
743,Panawit Hanpinitsak,"Maximum-likelihood-based location, orientation, transmitted power, and antenna beamwidth estimator utilizing the angle-of-arrival and received power for spectrum …",Efficient Localization of Multiple Intruders in Shared Spectrum System,"Department of Computer Engineering, Khon Kaen University",,,,,,
744,Panawit Hanpinitsak,"Maximum-likelihood-based location, orientation, transmitted power, and antenna beamwidth estimator utilizing the angle-of-arrival and received power for spectrum …",Efficient Localization of Multiple Intruders in Shared Spectrum System,Khon Kaen University,17.8036539,102.7480313,Mueang Nong Khai District,,,Thailand
745,Paweł Skokowski, Localization of Radio Signal Sources for Situational Awareness Enhancement,Selection of Sensors for Efficient Transmitter Localization,Military University of Technology,52.2525244,20.9039116,Warsaw,,Masovian Voivodeship,Poland
746,Pei Zeng,A Comprehensive Characterization of the Vacuum Beam Guide and Its Applications,Optimized distribution of entanglement graph states in quantum networks,Pritzker School of Molecular Engineering,,,,,,
747,Pei Zeng,A Comprehensive Characterization of the Vacuum Beam Guide and Its Applications,Optimized distribution of entanglement graph states in quantum networks,"Pritzker School of Molecular Engineering, University of Chicago",,,,,,
748,Pei Zeng,A Comprehensive Characterization of the Vacuum Beam Guide and Its Applications,Optimized distribution of entanglement graph states in quantum networks,University of Chicago,33.9718431,-117.3485119,Riverside County,Riverside,California,United States
749,Piotr Gawlowicz,Deeptxfinder: Multiple transmitter localization by deep learning in crowdsourced spectrum sensing,Efficient Localization of Multiple Intruders in Shared Spectrum System,TU Berlin,52.5110159,13.3269541,,Berlin,,Germany
750,Piotr Gawlowicz,Deeptxfinder: Multiple transmitter localization by deep learning in crowdsourced spectrum sensing,Selection of Sensors for Efficient Transmitter Localization,TU Berlin,52.5110159,13.3269541,,Berlin,,Germany
751,Poramat Chianvichai,Enhancing quantum network establishment through multi-objective genetic algorithm,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Mahidol University,13.794652,100.3218583,Phutthamonthon District,,,Thailand
752,Poramet Pathumsoot,Enhancing quantum network establishment through multi-objective genetic algorithm,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Keio University,35.5538164,139.6414098,,Yokohama,,Japan
753,"Pranjal Sahu, Ph.D",Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Siemens Healthineers,49.702088,11.05587,Forchheim,Forchheim,Bavaria,Germany
754,"Pranjal Sahu, Ph.D",Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,Siemens Healthineers,49.702088,11.05587,Forchheim,Forchheim,Bavaria,Germany
755,"Pranjal Sahu, Ph.D",Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,Siemens Healthineers,49.702088,11.05587,Forchheim,Forchheim,Bavaria,Germany
756,"Pranjal Sahu, Ph.D",Deepmtl: Deep learning based multiple transmitter localization,Efficient Localization of Multiple Intruders in Shared Spectrum System,Siemens Healthineers,49.702088,11.05587,Forchheim,Forchheim,Bavaria,Germany
757,"Pranjal Sahu, Ph.D",Deepmtl: Deep learning based multiple transmitter localization,Selection of Sensors for Efficient Transmitter Localization,Siemens Healthineers,49.702088,11.05587,Forchheim,Forchheim,Bavaria,Germany
758,Prashant Krishnamurthy,On Selecting Paths for End-to-End Entanglement Creation in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, University of Pittsburgh",,,,,,
759,Prashant Krishnamurthy,On Selecting Paths for End-to-End Entanglement Creation in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Pittsburgh,40.444153,-79.962461,Allegheny County,Pittsburgh,Pennsylvania,United States
760,Prineha Narang,Improved Simulation of Asynchronous Entanglement Distribution in Noisy Quantum Networks,Optimized distribution of entanglement graph states in quantum networks,UCLA,34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States
761,Pushpa Paulvictor, CRLSA: Cognitive Reinforcement Learning Spectrum Allocation in Addressing Spectrum Scarcity in 5G Wireless Communication,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,"Assistant Professor,Loyola Institute of Technology",,,,,,
762,Qingrui Pan,Understanding localization by a tailored gpt,DeepMTL: Deep Learning Based Multiple Transmitter Localization,The Hong Kong Polytechnic University,22.3044867,114.1796935,Yau Tsim Mong District,Hong Kong,,China
763,Quanquan Gu,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Associate Professor of Computer Science, UCLA",,,,,,
764,Quanquan Gu,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,UCLA,34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States
765,Quanquan Gu,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Associate Professor of Computer Science, UCLA",,,,,,
766,Quanquan Gu,Cooperative multi-agent reinforcement learning: Asynchronous communication and linear function approximation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,UCLA,34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States
767,Rabeb Mizouni,Multiple source localization in IoT: A conditional GAN and image-processing-based framework,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Khalifa University,24.4479513,54.3955267,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,United Arab Emirates
768,Rajkumar Kettimuthu,A Review of Software for Designing and Operating Quantum Networks,Design and simulation of the adaptive continuous entanglement generation protocol,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
769,Rajkumar Kettimuthu,A Review of Software for Designing and Operating Quantum Networks,Design and simulation of the adaptive continuous entanglement generation protocol,University of Chicago,33.9718431,-117.3485119,Riverside County,Riverside,California,United States
